Frame,Track_ID,Class_Name,X,Y,W,H
591,122,vase,1232,473,59,179
591,123,chair,738,745,193,435
592,58,chair,606,774,368,575
592,59,chair,1393,794,336,551
592,60,potted plant,984,320,152,167
592,62,dining table,1095,769,546,590
592,75,potted plant,985,370,156,270
592,85,vase,1219,475,89,190
592,104,person,760,410,305,800
592,114,person,280,574,356,388
592,120,chair,493,641,144,299
592,122,vase,1230,473,63,179
592,123,chair,744,745,179,435
593,58,chair,607,779,364,565
593,59,chair,1393,793,336,551
593,60,potted plant,984,320,154,166
593,62,dining table,1093,768,548,590
593,75,potted plant,983,369,159,270
593,85,vase,1219,474,89,190
593,104,person,755,433,305,843
593,114,person,280,575,356,388
593,120,chair,493,641,144,298
593,122,vase,1230,473,62,179
593,123,chair,750,748,164,437
594,58,chair,622,783,347,555
594,59,chair,1392,794,336,551
594,60,potted plant,984,320,154,166
594,62,dining table,1090,766,554,591
594,75,potted plant,981,369,163,270
594,85,vase,1218,475,88,192
594,104,person,749,447,305,871
594,114,person,280,576,356,390
594,120,chair,492,641,144,303
594,122,vase,1230,473,62,179
594,123,chair,756,748,152,436
595,58,chair,620,775,350,547
595,59,chair,1392,794,336,551
595,60,potted plant,984,320,152,166
595,62,dining table,1087,766,558,595
595,75,potted plant,983,369,159,270
595,85,vase,1219,475,86,192
595,104,person,739,435,297,848
595,114,person,279,576,356,391
595,120,chair,492,641,144,304
595,122,vase,1229,473,62,179
595,123,chair,757,749,149,435
596,58,chair,625,776,339,567
596,59,chair,1392,794,335,551
596,60,potted plant,984,320,151,166
596,62,dining table,1085,764,564,597
596,75,potted plant,982,369,158,270
596,85,vase,1220,475,83,191
596,104,person,732,451,295,878
596,114,person,279,576,356,391
596,120,chair,491,640,144,304
596,122,vase,1218,462,76,170
596,123,chair,756,748,144,436
597,58,chair,642,783,321,549
597,59,chair,1393,793,336,551
597,60,potted plant,983,320,151,165
597,62,dining table,1082,763,568,599
597,75,potted plant,982,369,158,269
597,85,vase,1221,475,82,191
597,104,person,727,403,297,779
597,114,person,280,575,356,391
597,120,chair,491,640,144,304
597,122,vase,1214,458,81,166
597,123,chair,753,746,145,434
598,58,chair,659,752,278,462
598,59,chair,1393,793,337,551
598,60,potted plant,983,320,150,166
598,62,dining table,1079,763,575,598
598,75,potted plant,983,370,156,268
598,85,vase,1223,475,79,191
598,104,person,721,386,304,743
598,114,person,280,576,357,392
598,120,chair,491,641,145,302
598,122,vase,1213,457,83,165
599,58,chair,659,740,266,433
599,59,chair,1393,793,336,551
599,60,potted plant,984,320,149,165
599,62,dining table,1074,762,584,596
599,75,potted plant,983,370,156,269
599,85,vase,1224,476,78,192
599,104,person,713,381,312,729
599,114,person,280,577,357,391
599,120,chair,491,639,142,303
600,58,chair,622,718,333,433
600,59,chair,1394,793,336,551
600,60,potted plant,983,320,150,166
600,62,dining table,1068,761,596,597
600,75,potted plant,982,370,157,268
600,85,vase,1224,476,79,192
600,104,person,704,388,320,739
600,114,person,280,577,357,391
601,58,chair,611,706,353,434
601,59,chair,1393,793,336,550
601,60,potted plant,983,320,150,166
601,62,dining table,1058,761,615,601
601,75,potted plant,982,370,158,268
601,85,vase,1226,475,75,191
601,104,person,693,376,325,712
601,114,person,280,575,356,389
602,58,chair,611,747,368,526
602,59,chair,1392,794,336,551
602,60,potted plant,983,320,151,167
602,62,dining table,1052,760,627,602
602,75,potted plant,983,369,156,268
602,85,vase,1226,475,73,190
602,104,person,681,369,334,694
602,114,person,280,576,356,390
603,58,chair,609,753,377,539
603,59,chair,1392,794,335,551
603,60,potted plant,982,320,152,166
603,62,dining table,1045,759,640,600
603,75,potted plant,983,369,156,267
603,85,vase,1226,475,73,190
603,104,person,668,369,335,693
603,114,person,280,576,357,390
604,58,chair,608,755,377,537
604,59,chair,1393,793,335,550
604,60,potted plant,983,320,151,167
604,62,dining table,1039,758,655,597
604,75,potted plant,983,369,155,267
604,85,vase,1226,475,72,189
604,104,person,649,370,329,694
604,114,person,280,576,358,390
605,58,chair,606,750,375,530
605,59,chair,1393,793,335,550
605,60,potted plant,983,320,150,166
605,62,dining table,1032,758,668,601
605,75,potted plant,984,369,153,267
605,85,vase,1226,476,72,189
605,104,person,629,376,317,709
605,114,person,281,575,357,389
606,58,chair,606,736,372,492
606,59,chair,1391,794,335,551
606,60,potted plant,983,320,149,165
606,62,dining table,1025,759,681,603
606,75,potted plant,984,370,152,267
606,85,vase,1226,476,71,188
606,104,person,604,335,296,631
606,114,person,281,575,357,389
607,58,chair,608,731,372,480
607,59,chair,1391,794,336,552
607,60,potted plant,983,320,149,166
607,62,dining table,1019,759,693,604
607,75,potted plant,984,369,152,267
607,85,vase,1226,476,71,188
607,104,person,580,343,278,650
607,114,person,281,575,357,389
608,58,chair,609,739,373,502
608,59,chair,1391,794,336,552
608,60,potted plant,983,320,150,167
608,62,dining table,1010,761,713,602
608,75,potted plant,983,370,152,268
608,85,vase,1226,476,71,187
608,104,person,562,349,264,664
608,114,chair,281,576,357,389
609,58,chair,609,740,373,508
609,59,chair,1391,794,335,552
609,60,potted plant,983,320,150,167
609,62,dining table,1005,762,724,602
609,75,potted plant,984,370,151,268
609,85,vase,1226,475,71,187
609,104,person,548,345,260,655
609,114,person,281,575,357,389
610,58,chair,609,736,373,496
610,59,chair,1391,794,335,552
610,60,potted plant,983,320,150,167
610,62,dining table,1002,762,730,601
610,75,potted plant,984,370,151,267
610,85,vase,1226,475,71,186
610,104,person,533,340,256,644
610,114,person,282,575,358,388
611,58,chair,609,735,373,499
611,59,chair,1392,793,335,551
611,60,potted plant,982,320,149,166
611,62,dining table,1002,763,729,601
611,75,potted plant,983,370,150,267
611,85,vase,1226,476,71,186
611,104,person,521,325,254,612
611,114,person,280,574,355,387
612,58,chair,608,757,375,535
612,59,chair,1393,793,335,551
612,60,potted plant,982,320,149,167
612,62,dining table,1002,763,729,601
612,75,potted plant,983,370,150,267
612,85,vase,1226,476,71,185
612,104,person,514,296,266,551
612,114,person,279,573,352,387
613,58,chair,605,771,380,558
613,59,chair,1393,793,336,550
613,60,potted plant,982,320,150,166
613,62,dining table,1001,764,727,602
613,75,potted plant,983,370,150,267
613,85,vase,1226,476,71,185
613,104,person,499,384,262,722
613,114,person,275,574,346,387
614,58,chair,602,770,388,561
614,59,chair,1392,794,336,551
614,60,potted plant,982,320,150,166
614,62,dining table,1003,764,724,602
614,75,potted plant,984,370,151,267
614,85,vase,1226,476,71,186
614,104,person,484,400,263,747
614,114,person,268,571,332,382
615,58,chair,601,770,389,566
615,59,chair,1392,793,335,551
615,60,potted plant,983,320,150,164
615,62,dining table,1003,764,723,602
615,75,potted plant,984,370,151,267
615,85,vase,1226,477,71,186
615,104,person,457,411,293,762
615,114,person,263,567,322,376
616,58,chair,604,771,382,565
616,59,chair,1391,794,334,551
616,60,potted plant,982,320,151,165
616,62,dining table,1004,764,721,602
616,75,potted plant,984,370,151,267
616,85,vase,1225,477,72,186
616,104,person,442,417,295,765
616,114,person,255,565,307,374
617,58,chair,607,767,376,554
617,59,chair,1390,794,334,551
617,60,potted plant,982,320,151,165
617,62,dining table,1004,762,717,599
617,75,potted plant,984,370,151,267
617,85,vase,1225,476,73,187
617,104,person,431,422,295,770
617,114,person,243,562,283,361
618,58,chair,608,766,373,551
618,59,chair,1390,794,334,551
618,60,potted plant,982,320,150,166
618,62,dining table,1004,762,714,596
618,75,potted plant,984,370,151,267
618,85,vase,1224,476,75,187
618,104,person,421,427,283,775
618,114,person,235,562,266,367
619,58,chair,607,769,374,557
619,59,chair,1390,795,334,551
619,60,potted plant,982,320,151,165
619,62,dining table,1006,763,716,599
619,75,potted plant,984,370,151,268
619,85,vase,1224,476,75,187
619,104,person,404,429,274,778
619,114,person,224,561,245,370
620,58,chair,606,774,376,566
620,59,chair,1390,795,334,551
620,60,potted plant,982,320,151,165
620,62,dining table,1006,764,715,599
620,75,potted plant,983,371,151,268
620,85,vase,1224,476,75,188
620,104,person,386,429,268,778
620,114,person,212,563,221,369
621,58,chair,608,774,371,566
621,59,chair,1389,795,334,551
621,60,potted plant,982,320,151,165
621,62,dining table,1006,764,714,598
621,75,potted plant,984,371,151,268
621,85,vase,1224,476,74,188
621,104,person,368,429,263,781
621,114,person,203,565,203,359
622,58,chair,608,771,370,563
622,59,chair,1389,795,334,551
622,60,potted plant,982,320,150,165
622,62,dining table,1006,764,714,598
622,75,potted plant,984,371,150,269
622,85,vase,1224,476,75,188
622,104,person,363,429,282,786
622,114,chair,192,567,179,341
623,58,chair,607,773,372,567
623,59,chair,1389,795,335,551
623,60,potted plant,982,320,150,165
623,62,dining table,1006,764,714,597
623,75,potted plant,984,371,151,269
623,85,vase,1224,476,76,188
623,104,person,338,417,257,766
623,114,chair,181,567,156,332
624,58,chair,606,772,374,570
624,59,chair,1390,795,335,551
624,60,potted plant,982,320,150,165
624,62,dining table,1005,764,713,597
624,75,potted plant,984,371,151,269
624,85,vase,1225,476,75,188
624,104,person,320,421,248,779
624,114,person,169,572,133,320
625,58,chair,605,771,375,569
625,59,chair,1390,794,335,551
625,60,potted plant,983,321,149,164
625,62,dining table,1005,762,710,594
625,75,potted plant,983,372,151,269
625,85,vase,1224,476,74,188
625,104,person,303,419,248,784
625,114,person,164,578,121,310
626,58,chair,605,771,376,570
626,59,chair,1392,794,335,550
626,60,potted plant,983,321,149,164
626,62,dining table,1005,762,710,593
626,75,potted plant,983,372,151,269
626,85,vase,1225,476,74,188
626,104,person,303,419,274,789
626,114,chair,158,583,115,306
627,58,chair,605,771,375,571
627,59,chair,1391,794,335,550
627,60,potted plant,983,321,149,164
627,62,dining table,1006,763,712,595
627,75,potted plant,983,372,151,269
627,85,vase,1225,476,74,188
627,104,person,291,417,279,790
628,58,chair,606,771,372,572
628,59,chair,1390,794,334,551
628,60,potted plant,983,321,148,164
628,62,dining table,1007,762,712,594
628,75,potted plant,983,371,150,269
628,85,vase,1225,476,74,187
628,104,person,263,420,265,791
629,58,chair,606,770,372,574
629,59,chair,1390,795,334,551
629,60,potted plant,983,321,149,164
629,62,dining table,1007,762,712,595
629,75,potted plant,983,371,150,269
629,85,vase,1225,476,73,187
629,104,person,243,421,266,792
630,58,chair,607,770,372,574
630,59,chair,1390,795,334,551
630,60,potted plant,983,321,149,164
630,62,dining table,1008,760,709,590
630,75,potted plant,983,372,151,269
630,85,vase,1225,476,73,186
630,104,person,216,422,287,784
631,58,chair,606,772,372,575
631,59,chair,1390,795,335,551
631,60,potted plant,984,321,150,164
631,62,dining table,1007,762,712,595
631,75,potted plant,984,371,152,268
631,85,vase,1225,476,73,186
631,104,person,202,423,339,776
631,136,chair,243,608,441,397
632,58,chair,606,772,372,574
632,59,chair,1390,795,335,551
632,60,potted plant,984,321,150,163
632,62,dining table,1007,763,712,596
632,75,potted plant,984,371,152,268
632,85,vase,1225,476,73,186
632,104,person,195,425,338,773
632,136,chair,241,601,455,403
633,58,chair,606,772,372,574
633,59,chair,1389,795,335,551
633,60,potted plant,984,321,150,163
633,62,dining table,1008,763,711,597
633,75,potted plant,984,371,151,267
633,85,vase,1225,476,74,186
633,104,person,187,426,348,770
633,136,chair,236,597,462,404
634,58,chair,606,771,373,572
634,59,chair,1389,795,335,551
634,60,potted plant,984,321,150,163
634,62,dining table,1009,763,713,597
634,75,potted plant,984,371,152,267
634,85,vase,1225,476,73,186
634,104,person,175,424,338,763
634,136,chair,233,589,460,416
635,58,chair,605,773,373,572
635,59,chair,1390,794,335,551
635,60,potted plant,984,321,150,163
635,62,dining table,1009,761,710,592
635,75,potted plant,984,371,152,267
635,85,vase,1226,476,73,186
635,104,person,168,422,330,761
635,136,dog,232,587,455,419
636,58,chair,606,772,372,572
636,59,chair,1390,794,335,551
636,60,potted plant,983,321,150,163
636,62,dining table,1010,759,707,586
636,75,potted plant,984,371,152,267
636,85,vase,1226,476,72,186
636,104,person,165,420,330,763
636,139,chair,491,633,143,277
637,58,chair,605,773,374,573
637,59,chair,1389,794,335,552
637,60,potted plant,983,321,150,163
637,62,dining table,1009,762,710,593
637,75,potted plant,984,371,152,268
637,85,vase,1226,476,72,186
637,104,person,139,415,279,754
637,139,chair,491,638,143,287
638,58,chair,605,774,375,573
638,59,chair,1389,794,335,552
638,60,potted plant,983,321,151,163
638,62,dining table,1009,763,712,596
638,75,potted plant,984,371,152,268
638,85,vase,1226,476,71,185
638,104,person,120,413,241,756
638,139,chair,491,638,143,286
639,58,chair,605,775,376,574
639,59,chair,1389,794,335,552
639,60,potted plant,983,321,151,163
639,62,dining table,1008,764,714,598
639,75,potted plant,984,371,152,268
639,85,vase,1226,476,71,186
639,104,person,108,412,217,758
639,139,chair,491,639,144,290
639,136,chair,277,577,357,397
640,58,chair,605,775,376,574
640,59,chair,1389,794,335,552
640,60,potted plant,983,321,151,163
640,62,dining table,1008,764,714,599
640,75,potted plant,984,371,152,268
640,85,vase,1226,476,72,186
640,104,person,100,409,201,761
640,139,chair,491,640,144,292
640,136,person,293,575,327,389
641,58,chair,605,775,376,574
641,59,chair,1391,794,335,551
641,60,potted plant,984,321,151,163
641,62,dining table,1008,764,713,598
641,75,potted plant,985,371,152,268
641,85,vase,1225,476,72,187
641,104,person,95,407,190,767
641,139,chair,491,639,144,290
641,136,person,295,575,324,388
642,58,chair,605,775,376,573
642,59,chair,1390,794,336,551
642,60,potted plant,984,321,150,163
642,62,dining table,1008,764,713,599
642,75,potted plant,985,371,152,268
642,85,vase,1225,476,72,187
642,104,person,89,405,178,763
642,139,chair,491,640,144,291
642,136,person,290,575,335,387
643,58,chair,605,774,375,573
643,59,chair,1390,794,337,551
643,60,potted plant,983,321,149,163
643,62,dining table,1008,764,714,599
643,75,potted plant,984,371,150,268
643,85,vase,1225,476,73,187
643,104,person,83,403,167,756
643,139,chair,491,640,144,290
643,136,person,284,574,347,386
644,58,chair,605,774,374,573
644,59,chair,1390,794,336,552
644,60,potted plant,983,321,148,163
644,62,dining table,1008,763,713,598
644,75,potted plant,984,371,150,268
644,85,vase,1225,476,73,187
644,104,person,78,405,156,756
644,139,chair,491,640,144,290
644,136,chair,281,574,353,386
645,58,chair,605,774,375,573
645,59,chair,1390,794,335,552
645,60,potted plant,983,321,148,163
645,62,dining table,1009,763,714,599
645,75,potted plant,984,371,150,268
645,85,vase,1225,476,73,187
645,104,person,73,409,146,760
645,139,chair,491,640,145,290
645,136,chair,280,574,353,386
646,58,chair,604,774,376,572
646,59,chair,1390,794,334,552
646,60,potted plant,983,321,149,163
646,62,dining table,1010,764,714,600
646,75,potted plant,984,371,150,268
646,85,vase,1225,476,74,187
646,104,person,69,414,139,756
646,139,chair,491,640,145,291
646,136,chair,280,574,352,388
647,58,chair,605,774,374,573
647,59,chair,1390,794,335,552
647,60,potted plant,983,321,149,163
647,62,dining table,1009,764,717,600
647,75,potted plant,984,371,150,268
647,85,vase,1224,476,74,187
647,104,person,63,418,127,752
647,139,chair,491,640,144,290
647,136,person,280,574,354,388
648,58,chair,605,774,374,574
648,59,chair,1390,794,334,551
648,60,potted plant,983,321,148,163
648,62,dining table,1008,764,716,599
648,75,potted plant,984,371,150,268
648,85,vase,1225,476,73,187
648,104,person,59,420,118,738
648,139,chair,491,640,144,290
648,136,person,281,575,354,391
649,58,chair,605,774,374,575
649,59,chair,1390,794,334,551
649,60,potted plant,983,321,148,163
649,62,dining table,1008,764,716,600
649,75,potted plant,984,371,149,268
649,85,vase,1225,476,74,187
649,104,person,55,427,110,719
649,139,chair,492,640,144,290
649,136,person,280,575,355,390
650,58,chair,606,773,373,573
650,59,chair,1390,794,334,551
650,60,potted plant,983,321,148,163
650,62,dining table,1009,764,716,599
650,75,potted plant,984,371,150,268
650,85,vase,1224,475,75,187
650,104,person,51,433,102,700
650,139,chair,492,641,143,291
650,136,chair,281,574,354,391
651,58,chair,606,773,373,573
651,59,chair,1390,794,335,551
651,60,potted plant,983,321,147,163
651,62,dining table,1009,765,717,600
651,75,potted plant,983,371,150,267
651,85,vase,1225,475,75,186
651,104,person,48,447,96,661
651,139,chair,492,640,143,289
651,136,chair,281,575,354,390
652,58,chair,607,773,373,572
652,59,chair,1390,794,334,551
652,60,potted plant,983,321,147,163
652,62,dining table,1008,765,717,600
652,75,potted plant,983,371,149,267
652,85,vase,1225,475,74,186
652,104,person,42,457,85,634
652,139,chair,492,640,142,290
652,136,person,281,575,355,388
653,58,chair,606,773,373,573
653,59,chair,1390,794,335,552
653,60,potted plant,983,320,147,163
653,62,dining table,1009,763,714,595
653,75,potted plant,983,371,149,267
653,85,vase,1225,475,74,187
653,104,person,38,464,76,624
653,139,chair,492,640,143,289
653,136,person,281,575,355,388
654,58,chair,606,773,372,574
654,59,chair,1390,794,336,552
654,60,potted plant,983,321,146,163
654,62,dining table,1009,764,715,599
654,75,potted plant,983,371,148,267
654,85,vase,1225,475,74,187
654,104,person,33,449,66,578
654,139,chair,492,640,142,288
654,136,person,281,575,355,387
655,58,chair,606,774,373,573
655,59,chair,1390,794,336,552
655,60,potted plant,983,321,146,163
655,62,dining table,1009,766,717,601
655,75,potted plant,982,371,148,267
655,85,vase,1225,475,75,187
655,104,person,29,436,59,527
655,139,chair,492,639,143,287
655,136,person,281,574,356,389
656,58,chair,606,773,372,572
656,59,chair,1390,794,335,552
656,60,potted plant,983,321,146,163
656,62,dining table,1008,766,717,601
656,75,potted plant,982,371,148,267
656,85,vase,1225,475,74,186
656,104,person,30,426,60,481
656,139,chair,492,638,143,285
656,136,person,282,574,357,391
657,58,chair,607,773,373,572
657,59,chair,1392,794,335,551
657,60,potted plant,983,321,146,163
657,62,dining table,1007,766,717,601
657,75,potted plant,983,371,149,267
657,85,vase,1225,475,74,187
657,104,person,30,426,61,460
657,139,chair,492,639,143,287
657,136,person,282,575,357,392
658,58,chair,607,772,373,571
658,59,chair,1391,794,335,552
658,60,potted plant,983,320,148,165
658,62,dining table,1007,765,717,600
658,75,potted plant,983,371,150,268
658,85,vase,1225,475,75,187
658,104,person,30,427,61,451
658,139,chair,492,637,143,284
658,136,person,282,575,357,392
659,58,chair,607,772,373,571
659,59,chair,1393,794,335,551
659,60,potted plant,983,320,148,164
659,62,dining table,1007,765,717,599
659,75,potted plant,983,371,150,268
659,85,vase,1224,475,77,187
659,104,person,31,428,62,444
659,139,chair,492,638,143,285
659,136,person,282,576,357,392
660,58,chair,607,772,372,572
660,59,chair,1393,793,335,551
660,60,potted plant,983,320,148,163
660,62,dining table,1007,765,717,599
660,75,potted plant,983,371,151,268
660,85,vase,1224,475,77,187
660,139,chair,493,641,143,294
660,136,person,282,576,357,392
661,58,chair,606,773,373,575
661,59,chair,1392,794,336,551
661,60,potted plant,983,321,148,163
661,62,dining table,1008,766,717,601
661,75,potted plant,983,371,151,268
661,85,vase,1223,475,79,188
661,139,chair,492,639,143,289
661,136,person,282,576,357,392
662,58,chair,607,773,373,576
662,59,chair,1392,794,335,551
662,60,potted plant,983,321,148,163
662,62,dining table,1010,765,715,599
662,75,potted plant,984,371,152,268
662,85,vase,1223,475,81,188
662,139,chair,493,639,142,288
662,136,person,281,577,357,392
663,58,chair,607,773,372,576
663,59,chair,1393,793,335,551
663,60,potted plant,983,321,149,163
663,62,dining table,1010,763,714,597
663,75,potted plant,983,371,152,268
663,85,vase,1222,475,81,188
663,139,chair,493,639,142,288
663,136,person,281,577,357,392
664,58,chair,607,773,372,575
664,59,chair,1391,794,335,551
664,60,potted plant,983,321,148,163
664,62,dining table,1010,765,715,600
664,75,potted plant,983,371,151,268
664,85,vase,1222,475,81,188
664,139,chair,493,641,142,290
664,136,person,281,577,357,392
666,154,refrigerator,895,536,229,623
667,154,refrigerator,895,537,230,623
668,154,refrigerator,894,537,230,622
669,154,refrigerator,894,537,231,623
670,154,refrigerator,894,537,231,623
671,154,refrigerator,893,537,232,623
672,154,refrigerator,893,538,232,623
673,154,refrigerator,893,537,231,623
674,154,refrigerator,894,538,231,623
675,154,refrigerator,894,538,230,623
676,154,refrigerator,894,538,230,623
677,154,refrigerator,894,538,230,623
678,154,refrigerator,894,538,230,622
679,154,refrigerator,894,538,230,622
680,154,refrigerator,894,538,230,623
681,154,refrigerator,894,539,230,622
682,154,refrigerator,894,539,230,622
683,154,refrigerator,894,539,230,623
684,154,refrigerator,894,540,230,623
685,154,refrigerator,894,540,230,623
686,154,refrigerator,894,540,229,623
687,154,refrigerator,894,540,230,623
688,154,refrigerator,894,540,230,623
689,154,refrigerator,894,540,230,623
690,154,refrigerator,895,541,230,623
691,154,refrigerator,895,541,230,622
692,154,refrigerator,895,541,230,622
693,154,refrigerator,896,541,230,622
694,154,refrigerator,896,541,229,621
695,154,refrigerator,897,541,229,621
696,154,refrigerator,897,542,229,621
697,154,refrigerator,897,542,228,621
698,154,refrigerator,898,542,227,620
699,154,refrigerator,898,543,226,620
700,154,refrigerator,899,543,226,620
701,154,refrigerator,899,543,226,620
702,154,refrigerator,899,543,227,620
703,154,refrigerator,899,543,227,620
704,154,refrigerator,898,543,228,620
705,154,refrigerator,898,544,227,619
706,154,refrigerator,899,544,226,618
707,154,refrigerator,900,544,225,618
708,154,refrigerator,897,545,231,618
709,154,refrigerator,898,546,227,620
710,154,refrigerator,899,546,228,620
711,154,refrigerator,900,546,229,620
712,154,refrigerator,901,547,231,620
713,154,refrigerator,901,546,230,619
714,154,refrigerator,899,546,228,619
715,154,refrigerator,899,546,227,619
716,154,refrigerator,899,546,226,620
717,154,refrigerator,900,546,226,619
717,156,person,1063,374,115,234
718,154,refrigerator,900,547,224,618
718,156,person,1067,373,120,231
719,154,refrigerator,901,548,224,617
719,156,person,1070,376,127,236
720,154,refrigerator,901,548,224,616
720,156,person,1073,377,135,236
721,154,refrigerator,901,548,225,616
722,154,refrigerator,901,548,225,617
722,157,person,1087,480,145,443
723,154,refrigerator,900,548,225,617
723,157,person,1092,482,145,447
724,154,refrigerator,900,548,226,618
724,157,person,1101,475,145,438
724,156,person,1101,409,140,296
725,154,refrigerator,901,548,226,618
725,157,person,1112,440,136,363
725,156,person,1111,390,134,258
726,154,refrigerator,901,548,225,617
726,157,person,1119,441,132,366
726,156,person,1118,380,131,242
727,154,refrigerator,901,549,225,617
727,157,person,1124,445,128,373
728,154,refrigerator,901,549,225,616
728,157,person,1128,443,124,369
729,154,refrigerator,901,550,225,615
729,157,person,1132,428,121,341
729,159,microwave,774,487,139,141
730,154,refrigerator,901,551,224,614
730,157,person,1135,419,119,325
730,159,microwave,775,486,139,141
731,154,refrigerator,902,552,223,614
731,157,person,1139,427,120,340
731,159,microwave,775,483,137,135
732,154,refrigerator,902,552,223,614
732,157,person,1142,434,120,355
732,159,microwave,776,484,137,134
733,154,refrigerator,902,553,222,615
733,157,person,1147,438,121,367
733,159,microwave,776,486,138,134
734,154,refrigerator,902,553,222,616
734,157,person,1154,444,123,377
734,159,microwave,776,488,140,137
735,154,refrigerator,901,553,222,616
735,157,person,1159,448,124,385
735,159,microwave,776,490,141,139
736,154,refrigerator,901,553,221,615
736,157,person,1165,453,127,394
736,159,microwave,776,490,142,137
737,154,refrigerator,902,554,221,614
737,157,person,1171,458,130,405
737,159,microwave,776,488,140,134
738,154,refrigerator,902,555,221,613
738,157,person,1177,462,134,412
738,159,microwave,776,487,140,130
739,154,refrigerator,901,556,223,614
739,157,person,1180,461,129,409
739,159,microwave,776,485,139,126
740,154,refrigerator,898,557,229,614
740,157,person,1180,462,123,411
740,159,microwave,776,487,139,131
741,154,refrigerator,897,558,231,614
741,157,person,1182,460,125,407
741,159,microwave,776,486,139,129
741,160,refrigerator,837,556,349,612
742,154,refrigerator,898,558,228,615
742,157,person,1187,457,126,401
742,159,microwave,776,484,138,125
743,154,refrigerator,900,558,223,615
743,157,person,1192,455,127,399
743,159,microwave,777,479,138,116
744,154,refrigerator,901,557,222,615
744,157,person,1196,454,128,399
744,159,microwave,776,480,139,113
745,154,refrigerator,901,558,221,614
745,157,person,1199,457,127,408
745,159,microwave,776,479,139,109
746,154,refrigerator,902,558,220,614
746,157,person,1199,455,125,406
746,159,microwave,776,475,139,103
747,154,refrigerator,902,559,220,615
747,157,person,1199,456,123,410
747,159,microwave,776,475,139,102
748,154,refrigerator,902,559,220,616
748,157,person,1200,457,123,412
748,159,microwave,776,475,140,103
749,154,refrigerator,902,559,220,616
749,157,person,1200,458,123,417
749,159,microwave,776,474,140,100
750,154,refrigerator,902,560,220,616
750,157,person,1199,464,124,428
750,159,microwave,775,474,140,97
751,154,refrigerator,902,560,220,616
751,157,person,1198,468,127,437
751,159,microwave,776,474,140,95
752,154,refrigerator,902,562,220,616
752,157,person,1196,483,132,468
752,159,microwave,775,474,139,94
753,154,refrigerator,901,561,220,615
753,157,person,1193,498,140,500
753,159,microwave,776,475,139,94
754,154,refrigerator,901,561,221,614
754,157,person,1190,506,145,512
754,159,microwave,776,477,138,98
755,154,refrigerator,901,561,221,614
755,157,person,1187,508,150,518
755,159,microwave,775,477,138,97
756,154,refrigerator,901,561,221,614
756,157,person,1187,507,151,515
756,159,microwave,775,492,139,126
757,154,refrigerator,900,561,221,614
757,157,person,1185,507,153,515
757,159,microwave,775,497,139,136
758,154,refrigerator,901,561,221,615
758,157,person,1184,505,156,514
758,159,microwave,775,494,137,132
759,154,refrigerator,900,562,221,615
759,157,person,1183,503,160,514
759,159,microwave,774,489,137,122
760,154,refrigerator,900,562,221,615
760,157,person,1180,501,165,513
760,159,microwave,774,488,137,121
761,154,refrigerator,899,562,222,615
761,157,person,1178,499,171,513
761,159,microwave,774,490,136,125
762,154,refrigerator,899,563,222,614
762,157,person,1175,500,177,516
763,154,refrigerator,899,563,222,614
763,157,person,1172,501,183,516
764,154,refrigerator,899,563,223,613
764,157,person,1169,504,189,519
764,161,chair,1067,614,117,229
765,154,refrigerator,898,564,223,613
765,157,person,1165,504,194,520
765,161,chair,1066,616,117,227
766,154,refrigerator,898,564,224,613
766,157,person,1159,504,204,520
766,161,chair,1065,616,114,225
767,154,refrigerator,898,564,224,613
767,157,person,1155,503,211,517
767,161,chair,1063,618,113,224
768,154,refrigerator,898,564,225,613
768,157,person,1152,499,217,510
769,154,refrigerator,898,564,224,614
769,157,person,1150,499,219,511
770,154,refrigerator,899,564,224,613
770,157,person,1149,503,222,518
771,154,refrigerator,900,566,223,615
771,157,person,1147,511,226,534
772,154,refrigerator,899,567,225,616
772,157,person,1145,524,230,559
772,160,refrigerator,839,565,350,613
773,154,refrigerator,900,568,222,616
773,157,person,1144,534,232,576
773,160,refrigerator,841,565,347,613
774,154,refrigerator,900,567,222,614
774,157,person,1144,543,234,594
775,154,refrigerator,901,568,222,615
775,157,person,1141,549,239,606
776,154,refrigerator,901,567,222,615
776,157,person,1140,553,242,619
777,154,refrigerator,901,567,222,615
777,157,person,1139,553,243,626
778,154,refrigerator,900,567,222,613
778,157,person,1140,552,242,629
779,154,refrigerator,900,567,221,612
779,157,person,1138,550,245,632
780,154,refrigerator,900,567,222,612
780,157,person,1136,549,249,635
781,154,refrigerator,899,567,221,612
781,157,person,1133,547,255,638
782,154,refrigerator,900,568,223,614
782,157,person,1128,546,258,640
783,154,refrigerator,900,568,224,614
783,157,person,1119,544,255,641
784,154,refrigerator,900,568,226,615
784,157,person,1109,542,249,641
785,154,refrigerator,900,567,225,616
785,157,person,1098,540,243,643
786,154,refrigerator,900,566,225,616
786,157,person,1090,540,240,648
787,154,refrigerator,900,565,224,616
787,157,person,1084,546,239,663
788,154,refrigerator,899,566,221,614
788,157,person,1077,558,243,681
789,154,refrigerator,898,567,219,614
789,157,person,1071,570,244,702
790,154,refrigerator,898,567,217,615
790,157,person,1064,579,241,716
791,154,refrigerator,897,567,215,615
791,157,person,1058,582,238,722
792,154,refrigerator,899,567,217,618
792,157,person,1052,585,239,739
793,154,refrigerator,902,568,224,619
793,157,person,1047,585,241,747
